역삼 1동/역삼 2동,1구역,2구역,3구역
1구역,4분,9분,1분
2구역,4분,2분,2분
,,,
신사동/역삼 2동,1구역,2구역,
1구역,4분,9분,
2구역,4분,2분,
,,,
역삼 2동 범죄횟수,1구역,2구역,
강력범죄,101,155,
중범죄,1352,372,
경범죄,805,1020,
