청담동/삼성1동,1구역,2구역,3구역
1구역,5분,6분,2분
2구역,9분,4분,11분
,,,
삼성2동/삼성1동,1구역,2구역,3구역
1구역,10분,2분,4분
2구역,1분,8분,5분
3구역,14분,4분,7분
,,,
삼성1동 범죄횟수,1구역,2구역,3구역
강력범죄,52,59,140
중범죄,946,107,327
경범죄,270,520,1000
