삼성2동/역삼1동,1구역,2구역
1구역,3분,2분
2구역,8분,6분
3구역,3분,3분
,,
역삼2동/역삼1동,1구역,2구역
1구역,4분,4분
2구역,9분,2분
3구역,1분,2분
,,
역삼 1동 범죄횟수,1구역,2구역
강력범죄,115,160
중범죄,1564,250
경범죄,510,1260
