논현1동/논현2동,1구역,2구역
1구역,8분,4분
2구역,10분,8분
,,
청담동/논현2동,1구역,2구역
1구역,2분,3분
2구역,10분,7분
3구역,1분,2분
4구역,7분,14분
5구역,4분,10분
,,
논현2동 범죄횟수,1구역,2구역
강력범죄,94,135
중범죄,1272,467
경범죄,560,1150
